3.4519150197257211,2.8047657881449619
3.6856907079913195,2.8342919652206002
3.6336781555875102,3.0955749142369613
8.7591612482969587,8.5246584700101611
7.8469861050490106,8.0153865568276856
8.4797784396049938,7.528629865519707
4.3997616443789402,8.4708641507933322
4.1264865820729648,8.2524134723427771
4.1702943183624139,8.8018223953918788
7.2873863321278476,6.9841036557103635
6.8980710803960035,6.9340524383350814
6.8246109620547513,7.1224401689013863
7.4359591179945141,2.1837979869279547
8.0990936744369559,1.7021128625958624
7.3941758809736537,2.1198296710414448
